terrace,bedrooms,construction_year,date_month,date_year,date_year_month,floor,rooms,price_room,price_surface,price,surface,zip
yes,3.0,1972.0,7,2017,201707.0,up floor,2.0,199000.0,4397.790055248619,398000.0,90.5,85521
yes,3.0,1975.0,7,2017,201707.0,up floor,2.0,220250.0,4894.444444444444,440500.0,90.0,85609
yes,1.0,1975.0,7,2017,201707.0,ground floor,2.0,90000.0,1988.9502762430939,180000.0,90.5,81477
yes,1.0,1910.0,7,2017,201707.0,up floor,2.0,219678.0,4881.733333333334,439356.0,90.0,80339
yes,3.0,1970.0,7,2017,201707.0,up floor,4.0,120000.0,5303.867403314917,480000.0,90.5,80997
yes,3.0,2005.0,7,2017,201707.0,up floor,2.0,190000.0,4222.222222222223,380000.0,90.0,81829
yes,3.0,1968.0,7,2017,201707.0,up floor,2.0,214500.0,4766.666666666667,429000.0,90.0,81735
yes,2.0,1989.0,8,2017,201708.0,up floor,2.0,249500.0,5513.812154696133,499000.0,90.5,81739
yes,3.0,1973.0,8,2017,201708.0,up floor,2.0,242500.0,5359.116022099448,485000.0,90.5,85716
yes,3.0,1964.0,8,2017,201708.0,up floor,2.0,199500.0,4433.333333333333,399000.0,90.0,85521
yes,1.0,1969.0,8,2017,201708.0,up floor,2.0,249500.0,5513.812154696133,499000.0,90.5,81671
yes,3.0,1971.0,8,2017,201708.0,up floor,2.0,235000.0,5222.222222222223,470000.0,90.0,82110
yes,3.0,1987.0,8,2017,201708.0,up floor,2.0,199000.0,4422.222222222223,398000.0,90.0,81739
yes,3.0,1967.0,8,2017,201708.0,up floor,2.0,249000.0,5533.333333333333,498000.0,90.0,81477
yes,3.0,1990.0,8,2017,201708.0,up floor,2.0,209500.0,4629.834254143647,419000.0,90.5,82256
yes,2.0,1990.0,8,2017,201708.0,up floor,2.0,242500.0,5388.888888888889,485000.0,90.0,82008
yes,1.0,1972.0,8,2017,201708.0,up floor,2.0,210000.0,4640.883977900552,420000.0,90.5,81247
yes,3.0,1969.0,8,2017,201708.0,ground floor,2.0,234990.0,5193.149171270718,469980.0,90.5,81927
yes,1.0,1990.0,8,2017,201708.0,up floor,2.0,249500.0,5513.812154696133,499000.0,90.5,81739
yes,1.0,1970.0,8,2017,201708.0,up floor,2.0,234500.0,5211.111111111111,469000.0,90.0,82061
yes,3.0,1963.0,8,2017,201708.0,up floor,2.0,184500.0,4100.0,369000.0,90.0,81475
yes,3.0,2003.0,8,2017,201708.0,up floor,2.0,217500.0,4833.333333333333,435000.0,90.0,81925
yes,3.0,1969.0,8,2017,201708.0,up floor,2.0,239500.0,5322.222222222223,479000.0,90.0,80995
yes,3.0,1966.0,9,2017,201709.0,up floor,2.0,215000.0,4777.777777777777,430000.0,90.0,81243
yes,3.0,1974.0,9,2017,201709.0,up floor,2.0,190000.0,4198.8950276243095,380000.0,90.5,85221
yes,1.0,1973.0,9,2017,201709.0,up floor,2.0,189450.0,4186.740331491713,378900.0,90.5,81737
yes,1.0,1975.0,9,2017,201709.0,up floor,2.0,209500.0,4629.834254143647,419000.0,90.5,85521
yes,3.0,1967.0,9,2017,201709.0,up floor,2.0,224500.0,4988.888888888889,449000.0,90.0,81541
yes,1.0,2000.0,9,2017,201709.0,ground floor,2.0,227500.0,5027.624309392265,455000.0,90.5,81827
yes,3.0,1995.0,9,2017,201709.0,up floor,2.0,249500.0,5513.812154696133,499000.0,90.5,80999
yes,3.0,2000.0,9,2017,201709.0,up floor,2.0,247500.0,5469.613259668508,495000.0,90.5,85540
yes,1.0,1956.0,9,2017,201709.0,up floor,2.0,225000.0,4972.375690607735,450000.0,90.5,85757
yes,1.0,1975.0,9,2017,201709.0,ground floor,2.0,90000.0,1988.9502762430939,180000.0,90.5,81477
yes,1.0,1976.0,9,2017,201709.0,ground floor,2.0,125000.0,2777.777777777778,250000.0,90.0,80686
yes,1.0,1983.0,10,2017,201710.0,up floor,2.0,244500.0,5433.333333333333,489000.0,90.0,82110
yes,1.0,1991.0,10,2017,201710.0,up floor,2.0,250000.0,5524.861878453039,500000.0,90.5,85221
yes,2.0,1962.0,10,2017,201710.0,up floor,2.0,237500.0,5248.618784530387,475000.0,90.5,80686
yes,3.0,1975.0,10,2017,201710.0,ground floor,2.0,222500.0,4944.444444444444,445000.0,90.0,85622
yes,3.0,1962.0,10,2017,201710.0,up floor,2.0,240000.0,5303.867403314917,480000.0,90.5,81673
yes,1.0,1953.0,10,2017,201710.0,up floor,2.0,222500.0,4944.444444444444,445000.0,90.0,80687
yes,3.0,1967.0,10,2017,201710.0,up floor,2.0,250000.0,5555.555555555556,500000.0,90.0,80997
yes,1.0,1967.0,10,2017,201710.0,ground floor,2.0,180000.0,4000.0,360000.0,90.0,81927
yes,3.0,1972.0,10,2017,201710.0,up floor,2.0,225000.0,4972.375690607735,450000.0,90.5,85757
yes,3.0,1964.0,10,2017,201710.0,up floor,2.0,192500.0,4254.14364640884,385000.0,90.5,81243
yes,3.0,1995.0,10,2017,201710.0,up floor,2.0,147500.0,3259.6685082872928,295000.0,90.5,85235
yes,3.0,2017.0,10,2017,201710.0,ground floor,2.0,241500.0,5337.016574585636,483000.0,90.5,85757
yes,3.0,1967.0,10,2017,201710.0,up floor,2.0,230000.0,5082.8729281767955,460000.0,90.5,85221
yes,1.0,1969.0,10,2017,201710.0,up floor,2.0,237500.0,5248.618784530387,475000.0,90.5,82131
yes,3.0,1969.0,10,2017,201710.0,ground floor,2.0,215000.0,4777.777777777777,430000.0,90.0,80995
yes,1.0,1973.0,10,2017,201710.0,up floor,2.0,184550.0,4078.453038674033,369100.0,90.5,81737
yes,3.0,1970.0,10,2017,201710.0,up floor,4.0,123750.0,5469.613259668508,495000.0,90.5,82152
yes,1.0,1953.0,10,2017,201710.0,ground floor,2.0,242500.0,5359.116022099448,485000.0,90.5,80687
yes,3.0,1978.0,10,2017,201710.0,up floor,2.0,197500.0,4388.888888888889,395000.0,90.0,82152
yes,3.0,1978.0,10,2017,201710.0,up floor,2.0,245000.0,5414.364640883978,490000.0,90.5,81477
yes,1.0,1988.0,10,2017,201710.0,up floor,2.0,199500.0,4408.839779005525,399000.0,90.5,82178
yes,1.0,1969.0,10,2017,201710.0,up floor,2.0,244500.0,5403.314917127072,489000.0,90.5,82008
yes,1.0,1972.0,10,2017,201710.0,ground floor,2.0,137500.0,3038.6740331491715,275000.0,90.5,85716
yes,2.0,1960.0,10,2017,201710.0,up floor,2.0,225000.0,4972.375690607735,450000.0,90.5,80897
yes,3.0,1971.0,10,2017,201710.0,up floor,2.0,189500.0,4211.111111111111,379000.0,90.0,85757
yes,1.0,1975.0,10,2017,201710.0,up floor,2.0,234500.0,5211.111111111111,469000.0,90.0,81739
yes,1.0,2001.0,10,2017,201710.0,up floor,2.0,237500.0,5248.618784530387,475000.0,90.5,81829
yes,3.0,1972.0,10,2017,201710.0,up floor,2.0,247500.0,5469.613259668508,495000.0,90.5,81735
yes,3.0,1968.0,11,2017,201711.0,ground floor,2.0,247500.0,5500.0,495000.0,90.0,81735
yes,2.0,1993.0,11,2017,201711.0,ground floor,2.0,199000.0,4397.790055248619,398000.0,90.5,82131
yes,2.0,1989.0,11,2017,201711.0,ground floor,2.0,244750.0,5408.839779005525,489500.0,90.5,81739
yes,1.0,1968.0,11,2017,201711.0,up floor,2.0,225000.0,4972.375690607735,450000.0,90.5,80992
yes,1.0,1972.0,11,2017,201711.0,up floor,2.0,234175.0,5175.138121546961,468350.0,90.5,81379
yes,1.0,1971.0,11,2017,201711.0,up floor,2.0,245000.0,5444.444444444444,490000.0,90.0,81735
yes,3.0,1998.0,11,2017,201711.0,up floor,2.0,210500.0,4677.777777777777,421000.0,90.0,80997
yes,1.0,1963.0,11,2017,201711.0,up floor,2.0,189000.0,4176.795580110497,378000.0,90.5,85221
yes,1.0,1970.0,11,2017,201711.0,up floor,2.0,249000.0,5502.762430939227,498000.0,90.5,85764
yes,1.0,1977.0,11,2017,201711.0,up floor,2.0,184000.0,4066.2983425414363,368000.0,90.5,82110
yes,3.0,1972.0,11,2017,201711.0,up floor,2.0,247500.0,5469.613259668508,495000.0,90.5,80809
yes,3.0,1966.0,11,2017,201711.0,ground floor,2.0,239500.0,5322.222222222223,479000.0,90.0,80935
yes,3.0,1955.0,11,2017,201711.0,up floor,2.0,242500.0,5359.116022099448,485000.0,90.5,80634
yes,1.0,1971.0,11,2017,201711.0,up floor,2.0,247500.0,5500.0,495000.0,90.0,81241
yes,3.0,1966.0,11,2017,201711.0,up floor,2.0,249400.0,5511.602209944751,498800.0,90.5,81497
yes,1.0,1964.0,12,2017,201712.0,up floor,2.0,227500.0,5055.555555555556,455000.0,90.0,82110
yes,2.0,1989.0,12,2017,201712.0,ground floor,2.0,220000.0,4861.878453038674,440000.0,90.5,81739
yes,2.0,1961.0,12,2017,201712.0,ground floor,2.0,200000.0,4444.444444444444,400000.0,90.0,80933
yes,1.0,1970.0,12,2017,201712.0,up floor,2.0,232500.0,5166.666666666667,465000.0,90.0,81735
